Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
56530407,"Pogrzebana. Życie, śmierć i rewolucja w Egipcie",Peter Hessler,"Hessler, Peter",Hanna Jankowska,"=""8381911648""","=""9788381911641""",0,4.35,Wydawnictwo Czarne,Hardcover,552,2021,2019,,2021/03/10,"to-read, non-fiction, reportaże-biografie","to-read (#1805), non-fiction (#16), reportaże-biografie (#17)",to-read,,,,0,,,0,,,,,
50790209,Bezmatek,Mira Marcinów,"Marcinów, Mira",,"=""8381910005""","=""9788381910002""",0,4.02,Czarne,Hardcover,256,2020,2020,,2021/03/10,to-read,to-read (#1804),to-read,,,,0,,,0,,,,,
4465880,Kobiety i duch inności,Maria Janion,"Janion, Maria",,"=""8386056223""","=""9788386056224""",0,4.32,Sic!,Paperback,349,1996,1996,,2021/03/09,"to-read, women","to-read (#1803), women (#117)",to-read,,,,0,,,0,,,,,
53176778,Can't Even: How Millennials Became the Burnout Generation,Anne Helen Petersen,"Petersen, Anne Helen",,"=""1784743348""","=""9781784743345""",0,4.01,Chatto  Windus,Hardcover,304,2021,2020,,2021/03/08,"to-read, non-fiction, publicystyka","to-read (#1802), non-fiction (#15), publicystyka (#32)",to-read,,,,0,,,0,,,,,
33146881,Pandora's Lab: Seven Stories of Science Gone Wrong,Paul A. Offit,"Offit, Paul A.",,"=""""","=""""",0,4.18,National Geographic,Kindle Edition,288,2017,2017,,2021/03/07,"to-read, non-fiction, publicystyka","to-read (#1801), non-fiction (#14), publicystyka (#31)",to-read,,,,0,,,0,,,,,
52266377,Wierzyliśmy jak nikt,Rebecca Makkai,"Makkai, Rebecca",Sebastian Musielak,"=""8366517586""","=""9788366517585""",0,4.23,Wydawnictwo Poznańskie,Hardcover,624,2020,2018,,2021/02/26,"to-read, historia, fiction, amazon, owned","to-read (#1792), historia (#17), fiction (#26), amazon (#116), owned (#755)",to-read,,,,0,,,0,,,,,
35629742,Meltdown: Why Our Systems Fail and What We Can Do about It,Chris Clearfield,"Clearfield, Chris",András Tilcsik,"=""0735222630""","=""9780735222632""",0,4.07,Penguin Press,Hardcover,304,2018,2018,,2021/03/05,"to-read, amazon, owned","to-read (#1800), amazon (#115), owned (#754)",to-read,,,,0,,,0,,,,,
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,"=""0525429565""","=""9780525429562""",0,3.96,Viking,Hardcover,326,2016,2016,,2019/01/10,"to-read, non-fiction","to-read (#430), non-fiction (#13)",to-read,,,,0,,,0,,,,,
56481725,Staff Engineer: Leadership beyond the management track,Will Larson,"Larson, Will",Tanya Reilly,"=""""","=""""",0,4.19,Will Larson,ebook,,2021,,,2021/03/04,"to-read, software-development-growth","to-read (#1799), software-development-growth (#38)",to-read,,,,0,,,0,,,,,
50514881,Chiny 5.0. Jak powstaje cyfrowa dyktatura,Kai Strittmatter,"Strittmatter, Kai",Agnieszka Gadzała,"=""8328072653""","=""9788328072657""",0,4.24,Wydawnictwo W.A.B.,Paperback,400,2020,2018,,2020/10/15,"to-read, polecajki-z-fejsa, świat","to-read (#1467), polecajki-z-fejsa (#50), świat (#1)",to-read,,,,0,,,0,,,,,
48910168,Prawda. Krótka historia wciskania kitu,Tom     Phillips,"Phillips, Tom",Maria Gębicka-Frąc,"=""8381258197""","=""9788381258197""",0,3.59,Albatros,Paperback,320,2020,2019,,2021/02/13,"owned, virtualo, currently-reading","owned (#744), virtualo (#49), currently-reading (#10)",currently-reading,,,,1,,,0,,,,,
54438214,14 Habits of Highly Productive Developers,Zeno Rocha,"Rocha, Zeno",,"=""""","=""""",3,4.07,,Kindle Edition,112,2020,,2021/03/04,2021/03/04,2021,2021 (#11),read,Good book for beginners in the industry,,,1,,,0,,,,,
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.04,Addison-Wesley Professional,Paperback,322,1995,1975,,2021/03/04,"to-read, software-development-growth","to-read (#1798), software-development-growth (#37)",to-read,,,,0,,,0,,,,,
31181962,Bieżeństwo 1915. Zapomniani uchodźcy,Aneta Prymaka-Oniszk,"Prymaka-Oniszk, Aneta",,"=""8380493508""","=""9788380493506""",4,4.37,Czarne,Hardcover,368,2016,2016,2021/03/04,2020/05/13,"owned, woblink, 2021","owned (#471), woblink (#196), 2021 (#10)",read,,,,1,,,0,,,,,
49942953,Świadomy umysł. W poszukiwaniu teorii fundamentalnej,David J. Chalmers,"Chalmers, David J.",Marcin Miłkowski,"=""8301164980""","=""9788301164980""",0,4.00,Wydawnictwo Naukowe PWN,Paperback,618,2021,1996,,2021/03/04,"to-read, zdrowie-psychika-ciało","to-read (#1797), zdrowie-psychika-ciało (#40)",to-read,,,,0,,,0,,,,,
56591672,Zmienić świat raz jeszcze. Jak wygrać walkę o klimat,Tomasz S. Markiewka,"Markiewka, Tomasz S.",,"=""""","=""9788381435574""",0,0.0,Wydawnictwo Czarna Owca,Paperback,256,2021,2021,,2021/03/03,"to-read, ekologia","to-read (#1796), ekologia (#12)",to-read,,,,0,,,0,,,,,
40097801,Dorosłe dzieci niedojrzałych emocjonalnie rodziców. Jak uwolnić się od przeszłości i zacząć nowe życie,Lindsay C. Gibson,"Gibson, Lindsay C.",Marzena Szymańska-Błotnicka,"=""""","=""9788323344285""",0,4.37,Wydawnictwo Uniwersytetu Jagiellońskiego,Paperback,256,2018,2015,,2020/08/27,"to-read, zdrowie-psychika-ciało","to-read (#1375), zdrowie-psychika-ciało (#39)",to-read,,,,0,,,0,,,,,
38113997,Gwałt to przecież komplement. Czym jest kultura gwałtu?,Maja Staśko,"Staśko, Maja",Joanna Bednarek,"=""""","=""""",0,4.12,Staromiejski Dom Kultury,ebook,75,2017,2017,,2021/03/02,to-read,to-read (#1795),to-read,,,,0,,,0,,,,,
54668242,Całkiem zwyczajny kraj. Historia Polski bez martyrologii,Brian Porter-Szücs,"Porter-Szücs, Brian","Anna Dzierzgowska, Jan Dzierzgowski","=""""","=""9788395797347""",0,4.36,Wydawnictwo Filtry,Hardcover,620,2021,2014,,2021/02/28,"to-read, historia, polska-mieszkam-w-polsce","to-read (#1794), historia (#18), polska-mieszkam-w-polsce (#41)",to-read,,,,0,,,0,,,,,
51497758,Tylko góry będą ci przyjaciółmi. Słowa z więzienia Manus,Behrouz Boochani,"Boochani, Behrouz",Tomasz S. Gałązka,"=""""","=""9788366505209""",0,3.98,ArtRage / Książkowe Klimaty,Paperback,396,2021,2018,,2021/02/28,to-read,to-read (#1793),to-read,,,,0,,,0,,,,,
56880795,"Dochodzę. Odkryj, co sprawia ci przyjemność",Roberta Rossi,"Rossi, Roberta","Anna Osmólska-Mętrak, Natalia Mętrak-Ruda","=""""","=""9788324061648""",0,3.84,Wydawnictwo Znak,Paperback,352,2021,2019,,2021/02/25,"to-read, zdrowie-psychika-ciało","to-read (#1791), zdrowie-psychika-ciało (#38)",to-read,,,,0,,,0,,,,,
52952127,Elastyczny mózg. Kreatywne myślenie w czasach niepewności i chaosu,Leonard Mlodinow,"Mlodinow, Leonard",Magda Witkowska,"=""""","=""9788381691185""",0,3.88,Wydawnictwo Prószyński i S-ka,Hardcover,344,2019,2018,,2021/02/23,to-read,to-read (#1790),to-read,,,,0,,,0,,,,,
55283062,Sekretne życie introwertyków,Jenn Granneman,"Granneman, Jenn",Natalia Mętrak-Ruda,"=""8366380998""","=""9788366380998""",0,3.78,Feeria,Paperback,350,2020,2017,,2021/02/23,"to-read, zdrowie-psychika-ciało","to-read (#1789), zdrowie-psychika-ciało (#37)",to-read,,,,0,,,0,,,,,
49022199,Feminatywum w uwikłaniach językowo-kulturowych,Agnieszka Małocha-Krupa,"Małocha-Krupa, Agnieszka",,"=""""","=""9788379773565""",0,4.00,Atut,Hardcover,,2018,,,2019/12/01,"to-read, popularnonaukowe, women","to-read (#675), popularnonaukowe (#29), women (#116)",to-read,,,,0,,,0,,,,,
49951835,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Mark Boyett,"=""1603932100""","=""9781603932103""",0,4.15,ListenUp Audiobooks,Audiobook,8,2015,1950,,2021/02/21,to-read,to-read (#1788),to-read,,,,0,,,0,,,,,
20776121,Wegetarianka,Han Kang,"Kang, Han",Justyna Najbar-Miller,"=""8393527147""","=""9788393527144""",0,3.59,Kwiaty Orientu,Paperback,168,2014,2007,,2021/02/20,to-read,to-read (#1787),to-read,,,,0,,,0,,,,,
57127323,Bellingcat. Ujawniamy prawdę w czasach postprawdy,Eliot Higgins,"Higgins, Eliot",Radosław Madejski,"=""""","=""9788382300994""",0,4.10,Wydawnictwo Sonia Draga,ebook,336,2021,2021,,2021/02/19,"to-read, non-fiction, popularnonaukowe","to-read (#1786), non-fiction (#12), popularnonaukowe (#28)",to-read,,,,0,,,0,,,,,
55812993,Coś głęboko ukrytego. Światy kwantowe i emergencja czasoprzestrzeni,Sean Carroll,"Carroll, Sean","Urszula Seweryńska, Mariusz Seweryński","=""""","=""9788381693561""",0,4.07,Wydawnictwo Prószyński i S-ka,Paperback,368,2020,2019,,2021/02/19,"to-read, non-fiction, popularnonaukowe","to-read (#1785), non-fiction (#11), popularnonaukowe (#27)",to-read,,,,0,,,0,,,,,
53202903,Sześć niemożliwych rzeczy. Kwanty ukojenia i tajemnice subatomowego świata,John Gribbin,"Gribbin, John",Adam Tuz,"=""""","=""9788381692830""",0,4.01,Wydawnictwo Prószyński i S-ka,Hardcover,120,2020,2019,,2021/02/19,"to-read, non-fiction, popularnonaukowe","to-read (#1784), non-fiction (#10), popularnonaukowe (#26)",to-read,,,,0,,,0,,,,,
27110823,"No Mercy Here: Gender, Punishment, and the Making of Jim Crow Modernity",Sarah Haley,"Haley, Sarah",,"=""1469627590""","=""9781469627595""",0,4.41,University of North Carolina Press,Hardcover,360,2016,2016,,2021/02/19,"to-read, historia, non-fiction, racism-collonialism, women","to-read (#1783), historia (#16), non-fiction (#9), racism-collonialism (#36), women (#115)",to-read,,,,0,,,0,,,,,
18400268,Struktura rewolucji naukowych,Thomas S. Kuhn,"Kuhn, Thomas S.","Helena Ostromęcka, Justyna Nowotniak","=""""","=""9788361182399""",0,4.02,Aletheia,Paperback,356,2009,1962,,2021/02/19,"to-read, non-fiction, popularnonaukowe","to-read (#1782), non-fiction (#8), popularnonaukowe (#25)",to-read,,,,0,,,0,,,,,
17250090,Seeing Like a Feminist,Nivedita Menon,"Menon, Nivedita",,"=""8184757700""","=""9788184757705""",0,4.27,Penguin Books,ebook,120,2012,2012,,2021/02/19,"to-read, women","to-read (#1781), women (#114)",to-read,,,,0,,,0,,,,,
56321327,"Rowerem przez II RP. Niezwykła podróż po kraju, którego już nie ma",Bernard Newman,"Newman, Bernard",Ewa Kochanowska,"=""8324079211""","=""9788324079216""",0,0.0,Wydawnictwo Znak Horyzont,Paperback,384,2021,1935,,2021/02/19,to-read,to-read (#1780),to-read,,,,0,,,0,,,,,
54809146,Rzeczy osobiste. Opowieść o ubraniach w obozach koncentracyjnych i zagłady,Karolina Sulej,"Sulej, Karolina",,"=""""","=""9788366219380""",0,4.63,Czerwone i Czarne,Paperback,456,2020,2020,,2021/02/19,to-read,to-read (#1779),to-read,,,,0,,,0,,,,,
57116513,Robię sobie remont. Podstawowe wykończenia i naprawy w domu. Dziewczyński poradnik,Katharina Mahrenholtz,"Mahrenholtz, Katharina","Dawn Parisi, Barbara Janisch, Joanna Kubiakowska, Asia Bordowa","=""""","=""9788326832505""",0,4.00,Wydawnictwo Agora,Hardcover,160,2020,2006,,2021/02/19,to-read,to-read (#1778),to-read,,,,0,,,0,,,,,
56251689,Czysty wymysł. Jak japońska popkultura podbiła świat,Matt Alt,"Alt, Matt",Dariusz Latoś,"=""8324072934""","=""9788324072934""",0,4.28,Wydawnictwo Znak,Hardcover,400,2021,2020,,2021/02/19,"to-read, non-fiction","to-read (#1777), non-fiction (#7)",to-read,,,,0,,,0,,,,,
57116745,"Twoje ciałopozytywne dojrzewanie. Przewodnik po zmianach w ciele, pierwszej miesiączce i ciałopozytywności",Barbara Pietruszczak,"Pietruszczak, Barbara",Anna Rudak,"=""""","=""9788395986505""",0,5.00,moonka,Hardcover,208,2021,2021,,2021/02/19,to-read,to-read (#1776),to-read,,,,0,,,0,,,,,
44130035,Policjanci. Bez munduru,Katarzyna Puzyńska,"Puzyńska, Katarzyna",,"=""8381690463""","=""9788381690461""",0,3.74,Prószyński i S-ka,Paperback,320,2019,2019,,2021/02/19,to-read,to-read (#1775),to-read,,,,0,,,0,,,,,
54732750,Śmiech ma po matce. Tajemnice genów,Carl Zimmer,"Zimmer, Carl",Mateusz Fafiński,"=""8366553965""","=""9788366553965""",0,4.17,Wydawnictwo Poznańskie,Paperback,635,2020,2018,,2021/02/18,"to-read, owned, woblink","to-read (#1774), owned (#753), woblink (#257)",to-read,,,,0,,,0,,,,,
56374972,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""""","=""""",0,4.28,Viking,Hardcover,320,2021,2021,,2021/02/18,"to-read, growth, zdrowie-psychika-ciało, amazon, owned","to-read (#1773), growth (#46), zdrowie-psychika-ciało (#36), amazon (#114), owned (#752)",to-read,,,,0,,,0,,,,,
8050888,Umysł ponad nastrojem. Zmień nastrój poprzez zmianę sposobu myślenia,Dennis Greenberger,"Greenberger, Dennis","Christine A. Padesky, Małgorzata Słota","=""""","=""""",0,3.96,Wydawnictwo Uniwersyteru Jagiellońskiego,Paperback,260,2004,1995,,2018/12/03,"polecajki-z-fejsa, to-read","polecajki-z-fejsa (#25), to-read (#1772)",to-read,,,,0,,,0,,,,,
36178797,Lata powyżej zera,Anna Cieplak,"Cieplak, Anna",,"=""8324046755""","=""9788324046751""",4,3.32,Społeczny Instytut Wydawniczy Znak,Hardcover,272,2017,2017,2021/02/18,2021/02/04,"papier, owned, 2021","papier (#36), owned (#742), 2021 (#9)",read,"Jesli ktos mnie spyta, jak wygladalo zycie w Polsce, kiedy bylam nastolatka, odesle do tej ksiazki.",,,1,,,0,,,,,
23173085,"Źli Niemcy. Zbrodniarze, geniusze, fanatycy, wizjonerzy",Bartosz T. Wieliński,"Wieliński, Bartosz T.",,"=""8326813583""","=""9788326813580""",4,3.25,Agora S.A.,Hardcover,320,2014,2014,2017/06/22,2017/08/15,"publio, owned, 2017","publio (#1), owned (#9), 2017 (#8)",read,,,,1,,,0,,,,,
33790753,Mała zbrodnia. Polskie obozy koncentracyjne,Marek Łuszczyna,"Łuszczyna, Marek",,"=""""","=""9788324041756""",5,4.04,Znak Horyzont,Hardcover,320,2017,2017,2017/03/15,2017/08/15,"woblink, owned, polska-mieszkam-w-polsce, 2017","woblink (#22), owned (#10), polska-mieszkam-w-polsce (#13), 2017 (#9)",read,,,,1,,,0,,,,,
27263459,Dziewczyna z pociągu,Paula Hawkins,"Hawkins, Paula",Jan Kraśko,"=""""","=""9788380310667""",3,3.93,Świat Książki,ebook,328,2015,2015,2017/02/04,2017/08/15,"amazon, owned, 2017","amazon (#4), owned (#11), 2017 (#10)",read,,,,1,,,0,,,,,
34834217,Mali bogowie. O znieczulicy polskich lekarzy,Paweł Reszka,"Reszka, Paweł",,"=""8377002825""","=""9788377002827""",4,3.71,Czerwone i Czarne,Paperback,294,2017,2017,2017/06/15,2017/08/15,"virtualo, owned, polska-mieszkam-w-polsce, 2017","virtualo (#2), owned (#12), polska-mieszkam-w-polsce (#12), 2017 (#11)",read,,,,1,,,0,,,,,
25498005,Magia sprzątania. Japońska sztuka porządkowania i organizacji,Marie Kondō,"Kondō, Marie",Magdalena Macińska,"=""""","=""9788377589830""",2,3.85,MUZA S.A.,ebook,222,2015,2011,2016/12/19,2017/08/15,"virtualo, owned, 2016","virtualo (#1), owned (#13), 2016 (#1)",read,,,,1,,,0,,,,,
26056636,"Białystok. Biała siła, czarna pamięć",Marcin Kącki,"Kącki, Marcin",,"=""8380491653""","=""9788380491656""",5,4.15,Czarne,Hardcover,288,2015,2015,2016/06/07,2017/08/15,"woblink, owned, polska-mieszkam-w-polsce, 2016","woblink (#24), owned (#21), polska-mieszkam-w-polsce (#11), 2016 (#3)",read,,,,1,,,0,,,,,
25154137,Jak przestałem kochać design,Marcin Wicha,"Wicha, Marcin",,"=""836237683X""","=""9788362376834""",3,3.83,Karakter,Paperback,264,2015,2015,2016/03/14,2017/08/15,"woblink, owned, polska-mieszkam-w-polsce, 2016","woblink (#25), owned (#24), polska-mieszkam-w-polsce (#10), 2016 (#6)",read,,,,1,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Joanna Kilmartin, Steve Cox","=""""","=""""",3,3.99,Harcourt,Paperback,204,2002,1961,,2017/08/15,"owned, 235-książek-stulecia","owned (#25), 235-książek-stulecia (#101)",read,,,,1,,,0,,,,,
26039577,13 pięter,Filip Springer,"Springer, Filip",,"=""8380491297""","=""9788380491298""",5,4.33,Czarne,Hardcover,288,2015,2015,,2018/01/03,"owned, polska-mieszkam-w-polsce","owned (#34), polska-mieszkam-w-polsce (#8)",read,,,,1,,,0,,,,,
18272287,Wanna z kolumnadą. Reportaże o polskiej przestrzeni,Filip Springer,"Springer, Filip",Andrzej Stasiuk,"=""8375365564""","=""9788375365566""",5,4.41,Czarne,Hardcover,248,2013,2013,,2018/01/03,"owned, polska-mieszkam-w-polsce, gandalf","owned (#35), polska-mieszkam-w-polsce (#7), gandalf (#3)",read,,,,1,,,0,,,,,
12684797,Miedzianka. Historia znikania,Filip Springer,"Springer, Filip",,"=""8375362875""","=""9788375362879""",5,4.25,Wydawnictwo Czarne,Paperback,272,2011,2011,,2018/01/03,"owned, woblink","owned (#30), woblink (#91)",read,,,,1,,,0,,,,,
29541641,Kropki,Włodek Markowicz,"Markowicz, Włodek",,"=""""","=""9788324036295""",4,3.39,Flow books,Paperback,360,2016,,,2018/01/11,"owned, woblink","owned (#36), woblink (#48)",read,,,,1,,,0,,,,,
13614186,Kronika ptaka nakręcacza,Haruki Murakami,"Murakami, Haruki",Anna Zielińska-Elliott,"=""8374952806""","=""9788374952804""",2,4.16,MUZA S.A.,Hardcover,621,2010,1994,,2018/01/11,"papier, owned","papier (#1), owned (#37)",read,,,,1,,,0,,,,,
29237739,Miałam szczęśliwe życie : ostatnia z Branickich,Anna Branicka-Wolska ; współpraca Joanna Gliwa,"Gliwa, Anna Branicka-Wolska ; współpraca Joanna",,"=""""","=""""",4,4.20,Znak,,,2015,,,2018/03/09,"owned, woblink, polska-mieszkam-w-polsce","owned (#76), woblink (#57), polska-mieszkam-w-polsce (#2)",read,,,,0,,,0,,,,,
8483091,Niehalo,Ignacy Karpowicz,"Karpowicz, Ignacy",,"=""8389755467""","=""""",3,2.91,Wydawnictwo Czarne,Paperback,212,2006,,,2018/03/10,"owned, woblink","owned (#83), woblink (#64)",read,,,,0,,,0,,,,,
25574685,Inna dusza,Łukasz Orbitowski,"Orbitowski, Łukasz",,"=""8365157004""","=""9788365157003""",3,4.17,Od deski do deski,Paperback,432,2015,2015,,2018/03/10,"woblink, owned, polska-mieszkam-w-polsce","woblink (#71), owned (#90), polska-mieszkam-w-polsce (#3)",read,,,,0,,,0,,,,,
16109361,Dom Kalifa. Rok w Casablance,Tahir Shah,"Shah, Tahir",Małgorzata Glasenapp,"=""""","=""9788308047804""",3,3.97,Wydawnictwo Literackie,Paperback,464,2011,2006,,2018/03/10,"owned, woblink","owned (#98), woblink (#79)",read,,,,0,,,0,,,,,
10592,Carrie,Stephen King,"King, Stephen",Sissy Spacek,"=""1416524304""","=""9781416524304""",4,3.97,Pocket Books,Mass Market Paperback,253,2005,1974,,2018/07/19,,,read,,,,1,,,0,,,,,
23449624,Ślepnąc od świateł,Jakub Żulczyk,"Żulczyk, Jakub",,"=""8379436148""","=""9788379436149""",3,3.82,Świat Książki,Hardcover,520,2014,2014,,2018/08/24,"owned, publio","owned (#167), publio (#20)",read,,,,0,,,0,,,,,
13130970,My,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Adam Pomorski,"=""8370012930""","=""""",4,3.91,Wydawnictwo ALFA,Hardcover,183,1989,1920,,2019/01/15,,,read,,,,1,,,0,,,,,
306659,Annapurna: A Woman's Place,Arlene Blum,"Blum, Arlene",Maurice Herzog,"=""1578050227""","=""9781578050222""",3,4.15,Counterpoint,Paperback,272,1998,1980,,2019/01/16,"owned, publio","owned (#198), publio (#17)",read,,,,1,,,0,,,,,
23435260,Zdarzyło się,Włodzimierz Kalicki,"Kalicki, Włodzimierz",,"=""8324030298""","=""9788324030293""",5,4.22,Społeczny Instytut Wydawniczy Znak / Agora S.A.,Hardcover,1178,2014,2014,,2019/01/16,"owned, publio","owned (#199), publio (#18)",read,,,,1,,,0,,,,,
24763499,Kochaj wystarczająco dobrze,Agnieszka Jucewicz,"Jucewicz, Agnieszka",Grzegorz Sroczyński,"=""8326813877""","=""9788326813870""",4,3.93,Agora S.A.,Paperback,250,2015,2015,,2019/01/16,"owned, publio","owned (#200), publio (#19)",read,,,,1,,,0,,,,,
7494578,Radio Armageddon,Jakub Żulczyk,"Żulczyk, Jakub",,"=""8389603578""","=""9788389603579""",5,3.32,Lampa i Iskra Boża,Paperback,456,2008,2008,,2019/01/16,"owned, papier","owned (#201), papier (#12)",read,,,,1,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",2,4.00,Random House,Paperback,509,2004,2004,,2019/02/03,owned,owned (#751),read,,,,1,,,0,,,,,
20775702,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",3,4.40,Ebury Digital,Kindle Edition,369,2014,2012,,2019/05/26,"amazon, owned","amazon (#22), owned (#243)",read,,,,1,,,0,,,,,
13337178,Steve Jobs,Walter Isaacson,"Isaacson, Walter","Przemysław Bieliński, Michał Strąkow","=""8361428488""","=""9788361428480""",3,4.14,Insignis,Paperback,730,2011,2011,,2019/11/17,,,read,,,,1,,,0,,,,,
4866,How to Stop Worrying and Start Living,Dale Carnegie,"Carnegie, Dale",,"=""0671035975""","=""9780671035976""",4,4.14,Gallery Books,Paperback,358,2004,1944,,2019/12/20,"amazon, owned","amazon (#32), owned (#310)",read,,,,0,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.12,Anchor Books,Paperback,314,1998,1985,,2019/12/20,"amazon, owned","amazon (#33), owned (#311)",read,,,,0,,,0,,,,,
1837781,Krótka historia czasu,Stephen Hawking,"Hawking, Stephen",Piotr Amsterdamski,"=""""","=""9788371503085""",0,4.18,Zysk i S-ka,Paperback,180,1998,1988,,2020/04/16,"235-książek-stulecia, to-read","235-książek-stulecia (#11), to-read (#1771)",to-read,,,,0,,,0,,,,,
4564391,Paragraf 22,Joseph Heller,"Heller, Joseph",Andrzej Szulc,"=""8373591214""","=""9788373591219""",2,3.98,Albatros,Paperback,480,2003,1961,,2020/04/16,235-książek-stulecia,235-książek-stulecia (#71),read,,,,0,,,0,,,,,
6477972,Lot nad kukułczym gniazdem,Ken Kesey,"Kesey, Ken",Tomasz Mirkowicz,"=""8373593810""","=""9788373593817""",0,4.19,Albatros,Paperback,368,2005,1962,,2020/04/16,"235-książek-stulecia, to-read","235-książek-stulecia (#72), to-read (#1770)",to-read,,,,0,,,0,,,,,
6249384,Szatańskie Wersety,Salman Rushdie,"Rushdie, Salman",,"=""""","=""""",0,3.70,,Paperback,590,1992,1988,,2020/04/16,"235-książek-stulecia, to-read","235-książek-stulecia (#88), to-read (#1769)",to-read,,,,0,,,0,,,,,
20934881,Raj,José Lezama Lima,"Lima, José Lezama",Andrzej  Nowak,"=""8308017479""","=""""",0,4.12,Wydawnictwo Literackie,Paperback,500,1989,1966,,2020/04/16,"235-książek-stulecia, to-read","235-książek-stulecia (#92), to-read (#1768)",to-read,,,,0,,,0,,,,,
50352417,"Testamenty (Opowieść Podręcznej, #2)",Margaret Atwood,"Atwood, Margaret",Paweł Lipszyc,"=""8380324293""","=""9788380324299""",3,4.20,Wielka Litera,Paperback,464,2020,2019,,2020/10/23,"artrage-bookrage, women, owned, woblink","artrage-bookrage (#122), women (#72), owned (#637), woblink (#244)",read,,,,0,,,0,,,,,
7667542,Opowieść podręcznej,Margaret Atwood,"Atwood, Margaret",Zofia Uhrynowska-Hanasz,"=""8324006664""","=""9788324006663""",3,4.12,Społeczny Instytut Wydawniczy Znak,Paperback,316,2006,1985,,2020/10/23,"artrage-bookrage, women, amazon","artrage-bookrage (#113), women (#62), amazon (#106)",read,,,,0,,,0,,,,,
2378248,Polska Demonologia Ludowa,Leonard J. Pełka,"Pełka, Leonard J.",,"=""8320706106""","=""9788320706109""",0,4.11,Iskry,Hardcover,236,1987,1987,,2021/02/17,"to-read, artrage-bookrage, owned","to-read (#1767), artrage-bookrage (#180), owned (#750)",to-read,,,,0,,,0,,,,,
13478774,Żywoty diabłów polskich,Witold Bunikiewicz,"Bunikiewicz, Witold",,"=""8371770553""","=""""",0,3.76,Wydawnictwo Poznańskie Sp. z o.o. ,Paperback,102,2002,1930,,2021/02/17,"to-read, artrage-bookrage, owned","to-read (#1766), artrage-bookrage (#179), owned (#749)",to-read,,,,0,,,0,,,,,
6901747,W kręgu upiorów i wilkołaków,Bohdan Baranowski,"Baranowski, Bohdan",,"=""8321800726""","=""""",0,3.96,Wydawnictwo Łódzkie,,323,1981,1981,,2021/02/17,"to-read, artrage-bookrage, owned","to-read (#1765), artrage-bookrage (#178), owned (#748)",to-read,,,,0,,,0,,,,,
34202258,Procesy Czarownic w Polsce w XVII i XVIII wieku,Bohdan Baranowski,"Baranowski, Bohdan",,"=""""","=""""",0,4.00,Łódzkie Towarzystwo Naukowe,ebook,169,1952,,,2021/02/17,"to-read, artrage-bookrage, owned","to-read (#1764), artrage-bookrage (#177), owned (#747)",to-read,,,,0,,,0,,,,,
28675806,Pożegnanie z diabłem i czarownicą,Bohdan Baranowski,"Baranowski, Bohdan",,"=""""","=""""",0,3.69,Wydawnictwo Łodzkie,Paperback,,1965,1965,,2021/02/17,"to-read, artrage-bookrage, owned","to-read (#1763), artrage-bookrage (#176), owned (#746)",to-read,,,,0,,,0,,,,,
7174379,"O hultajach, wiedźmach i wszetecznicach: Szkice z obyczajów XVII i XVIII w.",Bohdan Baranowski,"Baranowski, Bohdan",,"=""8385030069""","=""9788385030065""",0,3.69,Wydawnictwo Łódzkie,,313,1962,1962,,2021/02/17,"to-read, artrage-bookrage, owned","to-read (#1762), artrage-bookrage (#175), owned (#745)",to-read,,,,0,,,0,,,,,
24726414,"Sekret Solidarności. Kobiety, które pokonały komunizm w Polsce",Shana Penn,"Penn, Shana",Maciej Antosiewicz,"=""""","=""9788328008946""",0,4.00,Wydawnictwo W.A.B.,Hardcover,448,2014,2003,,2021/02/16,"to-read, historia, polska-mieszkam-w-polsce, women","to-read (#1761), historia (#15), polska-mieszkam-w-polsce (#40), women (#113)",to-read,,,,0,,,0,,,,,
50494035,"Kochaj najlepiej, jak potrafisz! O sztuce bycia razem",Stefanie Stahl,"Stahl, Stefanie","Sylwia Miłkowska, Anna Gryzińska","=""8381350255""","=""9788381350259""",0,3.69,Otwarte,Paperback,304,2020,2017,,2020/01/15,"to-read, owned, woblink","to-read (#768), owned (#417), woblink (#177)",to-read,,,,0,,,0,,,,,
