Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
50249797,Moja osoba. Eseje i przygody,Łukasz Najder,"Najder, Łukasz",,"=""""","=""9788380499829""",3,3.81,Wydawnictwo Czarne,Paperback,224,2020,2020,2021/01/29,2020/04/24,"owned, woblink, 2021","owned (#549), woblink (#219), 2021 (#8)",read,,,,1,,,0,,,,,
55463429,Wymazana granica. Śladami II Rzeczpospolitej,Tomasz Grzywaczewski,"Grzywaczewski, Tomasz",,"=""8381911117""","=""9788381911115""",5,4.54,Wydawnictwo Czarne,Hardcover,368,2020,2020,2021/02/07,2020/12/22,"ebookpoint, owned, 2021","ebookpoint (#30), owned (#691), 2021 (#7)",read,"Czytalam te ksiazke trzy razy dluzej niz zakladalam, bo ciagle wodzilam palcem po google maps, uzupelnialam wikipedia i artykulami znalezionymi w google. Dotarlam nawet do historii slupow granicznych na stronie muzeum strazy granicznej. <br/>Absolutny must-read dla kogos zafascynowanego historia malych ojczyzn na rubiezach II RP - co istotne, nie tylko na najwyrazniej istniejacych w zbiorowej swiadomosci Kresach. To rowniez (dla mnie) gotowy plan wyprawy rowerowej.<br/>Bardzo jedynie ubolewam, ze ksiazka (a przynajmniej ebook) nie sa wzbogacone zdjeciami - czesc miejsc da sie zlokalizowac np na google street view, ale zdecydowanie za malo - zwlaszcza w czesci bialoruskiej czy ukrainskiej. <br/><br/>Wiecej takich reportazy poprosze.<br/><br/>EDIT: znalazłam zdjęcia! https://www.granice2rp.pl/",,,1,,,0,,,,,
52164145,Baśń o wężowym sercu albo wtóre słowo o Jakóbie Szeli,Radek Rak,"Rak, Radek",,"=""8366178110""","=""9788366178113""",3,4.01,Wydawnictwo Powergraph,Hardcover,464,2019,2019,2021/02/13,2020/10/04,"nagrodowe, owned, świat-książki, 2021","nagrodowe (#2), owned (#714), świat-książki (#17), 2021 (#6)",read,,,,1,,,0,,,,,
50704401,Nowy prawicowy radykalizm,Theodor W. Adorno,"Adorno, Theodor W.",Mikołaj Ratajczak,"=""""","=""9788324044115""",4,4.21,Miesięcznik Znak,Paperback,112,2020,2019,2021/02/13,2021/02/02,"publicystyka, owned, papier, 2021","publicystyka (#29), owned (#743), papier (#37), 2021 (#5)",read,,,,1,,,0,,,,,
17317908,"The Third Kingdom (Sword of Truth, #13; Richard and Kahlan, #2)",Terry Goodkind,"Goodkind, Terry",,"=""0007303718""","=""9780007303717""",0,3.85,Harper Voyager,Hardcover,527,2013,2012,,2019/12/20,"amazon, owned, to-read","amazon (#37), owned (#315), to-read (#1760)",to-read,,,,0,,,0,,,,,
29468685,Księga zachwytów,Filip Springer,"Springer, Filip",,"=""832682335X""","=""9788326823350""",0,3.78,Agora S.A.,Hardcover,456,2016,2016,2016/03/26,2017/08/15,"publio, owned, polska-mieszkam-w-polsce, 2016, to-read","publio (#4), owned (#23), polska-mieszkam-w-polsce (#9), 2016 (#5), to-read (#1759)",to-read,,,,1,,,0,,,,,
27235278,Seks. Odwieczny problem Kościoła,Uta Ranke-Heinemann,"Ranke-Heinemann, Uta","Sergiusz Lipnicki, Urszula Szymanderska, Marek Zeller","=""9788377734""","=""""",0,4.03,Wydawnictwo RM,Paperback,366,2015,1988,,2020/11/26,"owned, nexto, to-read","owned (#664), nexto (#1), to-read (#1758)",to-read,,,,0,,,0,,,,,
43501356,Japonia utracona,Alex Kerr,"Kerr, Alex",Maria Kwiecieńska-Decker,"=""8366147037""","=""9788366147034""",0,3.87,Karakter,Hardcover,288,2019,1993,,2020/11/27,"owned, karakter, to-read","owned (#669), karakter (#1), to-read (#1757)",to-read,,,,0,,,0,,,,,
44428603,Powrót do Reims,Didier Eribon,"Eribon, Didier",Maryna Ochab,"=""""","=""9788366147058""",0,4.24,Karakter,Paperback,224,2019,2009,,2020/08/09,"artrage-bookrage, owned, to-read","artrage-bookrage (#79), owned (#547), to-read (#1756)",to-read,,,,0,,,0,,,,,
43197232,Dzieje grzechu. Dyskurs pornograficzny w polskiej prozie XX wieku,Ewa Stusińska,"Stusińska, Ewa",,"=""8379081196""","=""9788379081196""",0,4.00,słowo/obraz terytoria,Paperback,252,2018,2018,,2021/02/11,to-read,to-read (#1755),to-read,,,,0,,,0,,,,,
56266825,"Miła robótka. Polskie świerszczyki, harlekiny i porno z satelity",Ewa Stusińska,"Stusińska, Ewa",,"=""8381911532""","=""9788381911535""",0,3.73,Czarne,Hardcover,224,2021,2021,,2021/02/11,to-read,to-read (#1754),to-read,,,,0,,,0,,,,,
31753271,Jezero,Bianca Bellová,"Bellová, Bianca",,"=""""","=""9788074917714""",0,3.89,Host,Hardcover,192,2016,2016,,2021/02/11,"to-read, artrage-bookrage","to-read (#1753), artrage-bookrage (#174)",to-read,,,,0,,,0,,,,,
51925649,Czeski Raj,Jaroslav Rudiš,"Rudiš, Jaroslav",Katarzyna Dudzic-Grabińska,"=""""","=""9788366505063""",0,3.67,Książkowe Klimaty,Paperback,202,2020,2018,,2021/02/11,"to-read, artrage-bookrage","to-read (#1752), artrage-bookrage (#173)",to-read,,,,0,,,0,,,,,
25913663,Promlčení,Jiří Březina,"Březina, Jiří",,"=""""","=""9788026704430""",0,3.67,Motto,Hardcover,248,2015,2015,,2021/02/11,"artrage-bookrage, to-read","artrage-bookrage (#172), to-read (#1751)",to-read,,,,0,,,0,,,,,
35011137,Osm,Radka Třeštíková,"Třeštíková, Radka",Marcela Šedivá,"=""""","=""9788026708834""",0,3.58,Motto,Hardcover,380,2017,2017,,2021/02/11,"to-read, artrage-bookrage","to-read (#1750), artrage-bookrage (#171)",to-read,,,,0,,,0,,,,,
11708020,Kobold,Radka Denemarková,"Denemarková, Radka",,"=""9788072945""","=""""",0,3.90,Host,Hardcover,328,2011,2011,,2021/02/11,"to-read, artrage-bookrage","to-read (#1749), artrage-bookrage (#170)",to-read,,,,0,,,0,,,,,
53196611,Jeden na milion,Martin Reiner,"Reiner, Martin",Mirosław Śmigielski,"=""8394885683""","=""9788394885687""",0,2.93,Stara Szkoła,Paperback,117,2017,2016,,2021/02/11,"to-read, artrage-bookrage","to-read (#1748), artrage-bookrage (#169)",to-read,,,,0,,,0,,,,,
13647987,Máslem dolů,Petr Šabach,"Šabach, Petr",Jan Šabach,"=""""","=""9788074321870""",0,3.72,Paseka,Hardcover,192,2012,2012,,2021/02/11,"to-read, artrage-bookrage","to-read (#1747), artrage-bookrage (#168)",to-read,,,,0,,,0,,,,,
43389518,Zaklinacz deszczu,Jiří Hájíček,"Hájíček, Jiří",Dorota Dobrew,"=""""","=""9788365595836""",0,4.06,Książkowe Klimaty,Paperback,320,2018,2016,,2021/02/11,"to-read, artrage-bookrage","to-read (#1746), artrage-bookrage (#167)",to-read,,,,0,,,0,,,,,
45415106,Z Baťą w dżungli,Markéta Pilátová,"Pilátová, Markéta",Agata Wróbel,"=""""","=""9788364887734""",0,4.07,Książkowe Klimaty,Paperback,368,2019,2017,,2021/02/11,"to-read, artrage-bookrage","to-read (#1745), artrage-bookrage (#166)",to-read,,,,0,,,0,,,,,
38212112,The Culture of Narcissism: American Life in An Age of Diminishing Expectations,Christopher Lasch,"Lasch, Christopher",,"=""0393356175""","=""9780393356175""",0,3.98,W. W. Norton  Company,Paperback,368,2018,1978,,2021/02/09,to-read,to-read (#1744),to-read,,,,0,,,0,,,,,
5887138,The Narcissism Epidemic: Living in the Age of Entitlement,Jean M. Twenge,"Twenge, Jean M.",W. Keith Campbell,"=""1416575987""","=""9781416575986""",0,3.65,Atria Books,Hardcover,352,2009,2009,,2021/02/09,to-read,to-read (#1743),to-read,,,,0,,,0,,,,,
40116078,Dalej jest noc. Losy Żydów w wybranych powiatach okupowanej Polski. T. I-II,Barbara Engelking,"Engelking, Barbara","Jan Grabowski, Tomasz Frydel, Dariusz Libionka, Karolina Panz, Alina Skibińska, Dagmara Swałtek-Niewińska, Jean-Charles Szurek, Anna Zapalec","=""""","=""9788363444648""",0,4.08,Stowarzyszenie Centrum Badań nad Zagładą Żydów,Paperback,1700,2018,2018,,2021/02/07,to-read,to-read (#1739),to-read,,,,0,,,0,,,,,
54858610,Ludowa historia Polski,Adam Leszczyński,"Leszczyński, Adam",,"=""""","=""9788328083479""",0,4.39,W.A.B.,Hardcover,672,2020,2020,,2020/11/20,"owned, virtualo, currently-reading","owned (#688), virtualo (#46), currently-reading (#9)",currently-reading,,,,1,,,0,,,,,
45427922,Szczerze o życiu bez dzieci,Edyta Broda,"Broda, Edyta",,"=""""","=""9788381034524""",0,3.94,Wydawnictwo Pascal,Paperback,304,2019,2019,,2021/02/08,"to-read, non-fiction, zdrowie-psychika-ciało","to-read (#1742), non-fiction (#6), zdrowie-psychika-ciało (#35)",to-read,,,,0,,,0,,,,,
49523850,W pogoni za słońcem. O świetle słonecznym i jego wpływie na ciało i umysł,Linda Geddes,"Geddes, Linda",Andrzej Wojtasik,"=""""","=""9788366071926""",0,3.97,Insignis,Hardcover,336,2019,2019,,2019/11/02,"to-read, zdrowie-psychika-ciało","to-read (#637), zdrowie-psychika-ciało (#34)",to-read,,,,0,,,0,,,,,
55494583,Jesteśmy wreszcie we własnym domu,Dorota Leśniak-Rychlak,"Leśniak-Rychlak, Dorota",,"=""""","=""9788363786182""",0,3.50,Fundacja Instytut Architektury,Paperback,335,2018,2018,,2021/02/07,"to-read, urbanistyka","to-read (#1741), urbanistyka (#24)",to-read,,,,0,,,0,,,,,
52793489,System do mieszkania. Perspektywy rozwoju dostępnego budownictwa mieszkaniowego,Agata Twardoch,"Twardoch, Agata",,"=""8366082032""","=""9788366082038""",0,4.70,Fundacja Bęc Zmiana,Paperback,463,2019,2019,,2021/02/07,"to-read, urbanistyka","to-read (#1740), urbanistyka (#23)",to-read,,,,0,,,0,,,,,
3236097,Na tropach Smętka,Melchior Wańkowicz,"Wańkowicz, Melchior",,"=""8308015816""","=""""",0,3.68,Wydawnictwo Literackie,Paperback,344,1988,1959,,2021/02/07,to-read,to-read (#1738),to-read,,,,0,,,0,,,,,
56562952,"Tupeciary 2. O kobietach, które robią to, co chcą",Pénélope Bagieu,"Bagieu, Pénélope","Agnieszka Pączka-Torelli, Anna Pączka","=""""","=""9788366082090""",0,4.65,Fundacja Bęc Zmiana,Paperback,168,2020,2017,,2021/02/06,"to-read, women","to-read (#1737), women (#112)",to-read,,,,0,,,0,,,,,
40377107,"Tupeciary. O kobietach, które robią to, co chcą",Pénélope Bagieu,"Bagieu, Pénélope","Agnieszka Pączka-Torelli, Anna Pączka","=""""","=""9788362418923""",0,4.59,Fundacja Bęc Zmiana,Hardcover,144,2018,2016,,2021/02/06,"to-read, women","to-read (#1736), women (#111)",to-read,,,,0,,,0,,,,,
2746610,Bogom Nocy Równi,Sergiusz Piasecki,"Piasecki, Sergiusz",,"=""1859170498""","=""9781859170496""",0,4.28,Graf Gdańsk,Paperback,291,1989,1989,,2021/02/06,to-read,to-read (#1735),to-read,,,,0,,,0,,,,,
21941617,Piąty etap,Sergiusz Piasecki,"Piasecki, Sergiusz",,"=""""","=""9788375650266""",0,4.33,LTW,,292,2008,,,2021/02/06,to-read,to-read (#1734),to-read,,,,0,,,0,,,,,
12010000,Kochanek wielkiej niedźwiedzicy,Sergiusz Piasecki,"Piasecki, Sergiusz",,"=""0901149292""","=""9780901149299""",0,4.28,Orbis Book,Paperback,511,1985,1937,,2021/02/06,"to-read, fiction","to-read (#1732), fiction (#25)",to-read,,,,0,,,0,,,,,
5479162,Zapiski oficera Armii Czerwonej,Sergiusz Piasecki,"Piasecki, Sergiusz",,"=""8385005382""","=""9788385005384""",0,4.28,Libra,Paperback,165,1990,1957,,2021/02/06,"to-read, fiction","to-read (#1733), fiction (#24)",to-read,,,,0,,,0,,,,,
56490325,Czesi Przewodnik po historii narodu i państwa,Petr Jokeš,"Jokeš, Petr",,"=""""","=""9788377304396""",0,5.00,,Paperback,416,2021,,,2021/02/06,"to-read, historia","to-read (#1731), historia (#14)",to-read,,,,0,,,0,,,,,
27986737,Polska nie istnieje,Wojciech Orliński,"Orliński, Wojciech",,"=""8379821270""","=""9788379821273""",0,3.50,Narodowe Centrum Kultury,Hardcover,293,2015,2015,,2021/02/06,"to-read, polska-mieszkam-w-polsce","to-read (#1730), polska-mieszkam-w-polsce (#39)",to-read,,,,0,,,0,,,,,
8091599,Ameryka nie istnieje,Wojciech Orliński,"Orliński, Wojciech",,"=""8375137421""","=""9788375137422""",0,3.80,Pascal,Paperback,288,2010,2010,,2021/02/06,"to-read, usa, non-fiction","to-read (#1729), usa (#29), non-fiction (#5)",to-read,,,,0,,,0,,,,,
52416354,Gniew. Inna historia III RP,Tomasz S. Markiewka,"Markiewka, Tomasz S.",,"=""""","=""9788381910163""",0,4.21,Wydawnictwo Czarne,Paperback,216,2020,2020,,2021/02/05,"to-read, polska-mieszkam-w-polsce, publicystyka","to-read (#1728), polska-mieszkam-w-polsce (#38), publicystyka (#30)",to-read,,,,0,,,0,,,,,
56137183,Zabierz mnie do domu,Marie Grønborg Aubert,"Aubert, Marie Grønborg",Karolina Drozdowska,"=""""","=""9788395900709""",0,3.97,Wydawnictwo Pauza,Paperback,128,2021,2016,,2021/02/04,to-read,to-read (#1727),to-read,,,,0,,,0,,,,,
38724878,Czerwony głód,Anne Applebaum,"Applebaum, Anne","Barbara Gadomska, Wanda Gadomska","=""8326826146""","=""9788326826146""",0,4.35,Agora S.A.,Hardcover,500,2018,2017,,2021/02/04,"to-read, historia","to-read (#1726), historia (#13)",to-read,,,,0,,,0,,,,,
54873766,"SuperBetter: Getting Stronger, Happier & Braver in 21 Days",Christopher Gilmore,"Gilmore, Christopher",,"=""""","=""""",0,0.0,,Kindle Edition,,2015,,,2021/02/04,to-read,to-read (#1725),to-read,,,,0,,,0,,,,,
22310904,Bóg nigdy nie mruga. 50 lekcji na trudniejsze chwile w życiu,Regina Brett,"Brett, Regina",Olga Siara,"=""8361428356""","=""9788361428350""",0,4.18,Insignis,Hardcover,320,2012,2009,,2021/02/03,"to-read, owned, zdrowie-psychika-ciało, woblink","to-read (#1722), owned (#741), zdrowie-psychika-ciało (#33), woblink (#256)",to-read,,,,0,,,0,,,,,
56786932,Jak nie bać się bliskości? O budowaniu dobrych więzi,Stefanie Stahl,"Stahl, Stefanie","Sylwia Miłkowska, Marta Książkiewicz","=""8381350751""","=""9788381350754""",0,4.13,Otwarte,Paperback,352,2021,2008,,2021/02/03,"to-read, woblink, zdrowie-psychika-ciało, owned","to-read (#1724), woblink (#255), zdrowie-psychika-ciało (#32), owned (#740)",to-read,,,,0,,,0,,,,,
45019906,"Ludzie. Krótka historia o tym, jak spieprzyliśmy wszystko",Tom     Phillips,"Phillips, Tom",Maria Gębicka-Frąc,"=""8381254809""","=""9788381254809""",0,4.04,Wydawnictwo Albatros,Paperback,320,2019,2018,,2021/02/03,"non-fiction, to-read, ebookpoint, owned","non-fiction (#4), to-read (#1721), ebookpoint (#48), owned (#739)",to-read,,,,0,,,0,,,,,
44281250,"Patolodzy. Panie doktorze, czy to rak?",Paulina Łopatniuk,"Łopatniuk, Paulina",,"=""8379760425""","=""9788379760428""",0,3.64,Wydawnictwo Poznańskie,Hardcover,398,2019,2019,,2021/02/03,"to-read, popularnonaukowe, owned, ebookpoint","to-read (#1723), popularnonaukowe (#24), owned (#738), ebookpoint (#47)",to-read,,,,0,,,0,,,,,
53067307,"Glaub nicht alles, was du denkst: Wie du deine Denkfehler entlarvst und endlich freie Entscheidungen triffst",Alexandra Reinwarth,"Reinwarth, Alexandra",,"=""""","=""""",0,3.90,mvg Verlag,Kindle Edition,258,2019,2019,,2021/02/03,to-read,to-read (#1720),to-read,,,,0,,,0,,,,,
50151326,"Pieprzyć to! Jak przestać spełniać cudze oczekiwania, a zacząć własne",Alexandra Reinwarth,"Reinwarth, Alexandra",Łukasz Kuć,"=""""","=""9788381358620""",0,3.15,Wydawnictwo Otwarte,ebook,240,2020,2016,,2021/02/03,to-read,to-read (#1719),to-read,,,,0,,,0,,,,,
38966766,Trudne światło,Tomás González,"González, Tomás",Marta Szafrańska-Brandt,"=""""","=""9788324053391""",0,4.14,Wydawnictwo Znak,Paperback,208,2018,2008,,2021/02/02,to-read,to-read (#1718),to-read,,,,0,,,0,,,,,
50151924,Algorytm Ady. Niezwykła biografia Ady Lovelace,James Essinger,"Essinger, James",Jerzy Wołk-Łaniewski,"=""""","=""9788324056620""",0,3.29,Znak Horyzont,Paperback,352,2020,2013,,2020/04/25,"to-read, women","to-read (#1086), women (#110)",to-read,,,,0,,,0,,,,,
29502362,The Value of Everything: Making and Taking in the Global Economy,Mariana Mazzucato,"Mazzucato, Mariana",,"=""161039674X""","=""9781610396745""",0,4.10,PublicAffairs,Hardcover,384,2018,2018,,2021/02/02,"to-read, business, publicystyka","to-read (#1717), business (#7), publicystyka (#28)",to-read,,,,0,,,0,,,,,
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.08,PublicAffairs,Hardcover,691,2019,2018,,2019/06/23,"to-read, business, publicystyka","to-read (#541), business (#6), publicystyka (#27)",to-read,,,,0,,,0,,,,,
55545098,Kapitalizm sieci,Jan J. Zygmuntowski,"Zygmuntowski, Jan J.",,"=""""","=""9788395767203""",0,4.00,Wydawnictwo Roz:Ruch,Paperback,214,2020,2020,,2021/02/02,"to-read, business, non-fiction, publicystyka","to-read (#1716), business (#5), non-fiction (#3), publicystyka (#26)",to-read,,,,0,,,0,,,,,
34846268,"Jak przejąć kontrolę nad światem, nie wychodząc z domu",Dorota Masłowska,"Masłowska, Dorota",,"=""8308063365""","=""9788308063361""",0,4.03,Wydawnictwo Literackie,Hardcover,232,2017,2017,,2021/02/01,to-read,to-read (#1715),to-read,,,,0,,,0,,,,,
55881070,"Kobiety w Polsce, 1945–1989. Nowoczesność, równouprawnienie, komunizm",Katarzyna Stańczak-Wiślicz,"Stańczak-Wiślicz, Katarzyna","Piotr Perkowski, Małgorzata Fidelis, Barbara Klich-Kluczewska","=""""","=""9788324236305""",0,0.0,Wydawnictwo Universitas,Paperback,520,2020,2020,,2021/02/01,"to-read, women","to-read (#1714), women (#109)",to-read,,,,0,,,0,,,,,
35165066,Ruiny i zgliszcza,Wells Tower,"Tower, Wells",Michał Kłobukowski,"=""""","=""9788365271358""",0,3.87,Wydawnictwo Karakter,Paperback,280,2017,2009,,2021/01/31,to-read,to-read (#1713),to-read,,,,0,,,0,,,,,
25866469,Belfast. 99 ścian pokoju,Aleksandra Łojek,"Łojek, Aleksandra",,"=""8380491017""","=""9788380491014""",0,3.76,Czarne,Hardcover,184,2015,2015,,2020/03/13,"to-read, artrage-bookrage, owned, non-fiction, reportaże-biografie","to-read (#882), artrage-bookrage (#46), owned (#425), non-fiction (#2), reportaże-biografie (#16)",to-read,,,,0,,,0,,,,,
44643652,Emigracja,Malcolm XD,"XD, Malcolm",,"=""8328066378""","=""9788328066373""",0,3.68,Wydawnictwo W.A.B.,Paperback,304,2019,2019,,2020/07/10,"to-read, polecajki-z-fejsa, virtualo, owned","to-read (#1269), polecajki-z-fejsa (#59), virtualo (#48), owned (#737)",to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.16,Riverhead Books,Hardcover,352,2019,2019,,2020/07/20,"to-read, non-fiction","to-read (#1279), non-fiction (#1)",to-read,,,,0,,,0,,,,,
35603581,Terra Nullius,Claire G. Coleman,"Coleman, Claire G.",,"=""0733638317""","=""9780733638312""",0,3.79,Hachette Australia,Paperback,294,2017,2017,,2021/01/28,"to-read, fiction, historia, racism-collonialism","to-read (#1712), fiction (#23), historia (#12), racism-collonialism (#35)",to-read,,,,0,,,0,,,,,
7542379,Tęcza Grawitacji,Thomas Pynchon,"Pynchon, Thomas",Robert Sudół,"=""8374692952""","=""9788374692953""",0,3.96,Wydawnictwo Prószyński i S-ka,Paperback,597,2006,1973,,2021/01/27,"to-read, fiction","to-read (#1711), fiction (#22)",to-read,,,,0,,,0,,,,,
55725648,Na własnej skórze. Mała książka o wielkim narządzie,Paulina Łopatniuk,"Łopatniuk, Paulina",,"=""8366517446""","=""9788366517448""",0,4.12,Wydawnictwo Poznańskie,Paperback,360,2020,2020,,2021/01/27,"to-read, owned, virtualo","to-read (#1710), owned (#736), virtualo (#47)",to-read,,,,0,,,0,,,,,
316781,Exploring the World of Lucid Dreaming,Stephen LaBerge,"LaBerge, Stephen",Howard Rheingold,"=""034537410X""","=""9780345374103""",0,4.21,Ballantine Books,Paperback,335,1991,1989,,2021/01/25,to-read,to-read (#1709),to-read,,,,0,,,0,,,,,
51208438,Nie chcę o tym mówić. Jak przerwać dziedziczenie męskiej depresji,Terrence Real,"Real, Terrence",Paweł Luboński,"=""""","=""9788375541106""",0,4.27,Wydawnictwo Czarna Owca,Paperback,462,2009,1997,,2021/01/25,"to-read, zdrowie-psychika-ciało, woblink, owned","to-read (#1706), zdrowie-psychika-ciało (#31), woblink (#254), owned (#735)",to-read,,,,0,,,0,,,,,
38532207,Rage Becomes Her: The Power of Women's Anger,Soraya Chemaly,"Chemaly, Soraya",,"=""1501189557""","=""9781501189555""",0,4.37,Atria Books,Hardcover,364,2018,2018,,2021/01/25,"to-read, women","to-read (#1708), women (#108)",to-read,,,,0,,,0,,,,,
53460154,Niekochalni. Lęk przed bliskością,Andrzej Gryżewski,"Gryżewski, Andrzej",Sylwia Sitkowska,"=""8380626257""","=""9788380626256""",0,3.92,Dom Wydawniczy Rebis,Paperback,304,2020,2020,,2021/01/25,"to-read, zdrowie-psychika-ciało, owned, ebookpoint","to-read (#1705), zdrowie-psychika-ciało (#30), owned (#734), ebookpoint (#46)",to-read,,,,0,,,0,,,,,
34640834,Down Girl: The Logic of Misogyny,Kate Manne,"Manne, Kate",,"=""0190604980""","=""9780190604981""",0,4.27,Oxford University Press,Hardcover,338,2017,2017,,2021/01/25,"to-read, women","to-read (#1707), women (#107)",to-read,,,,0,,,0,,,,,
51471435,Our Final Warning: Six Degrees of Climate Emergency,Mark Lynas,"Lynas, Mark",,"=""""","=""""",0,4.24,Fourth Estate,Kindle Edition,336,2020,2020,,2021/01/25,"to-read, ekologia","to-read (#1704), ekologia (#11)",to-read,,,,0,,,0,,,,,
55463950,"Koniec świata, umyj okna",Agnieszka Jelonek,"Jelonek, Agnieszka",,"=""""","=""9788395783814""",0,3.79,Wydawnictwo Cyranka,,104,2020,,,2021/01/23,"to-read, zdrowie-psychika-ciało","to-read (#1703), zdrowie-psychika-ciało (#29)",to-read,,,,0,,,0,,,,,
29087477,Korozja charakteru: Osobiste konsekwencje pracy w nowym kapitaliźmie (Spectrum),Richard Sennett,"Sennett, Richard","Jan Dzierzgowski, Łukasz Mikołajewski","=""8374950137""","=""""",0,3.92,Muza,Paperback,232,2006,1996,,2021/01/23,"to-read, publicystyka, usa","to-read (#1702), publicystyka (#25), usa (#28)",to-read,,,,0,,,0,,,,,
